# Urhobo Tone-Marked Reference Lexicon (v1.0)
# Canonical Africanist Tone System:
#   High (H): acute accent (´) -> e.g. á, é, ẹ́, í, ó, ọ́, ú
#   Low (L): grave accent (`) -> e.g. à, è, ẹ̀, ì, ò, ọ̀, ù
#   Rising (LH): caron (ˇ) -> e.g. ǎ, ǐ, ǒ
#   Falling (HL): circumflex (ˆ) -> e.g. â, ô
#   Mid / Neutral (M): unmarked vowel -> e.g. a, e, ẹ, i, o, ọ, u
# Orthographic vowels: a, e, ẹ (U+1EB9), i, o, ọ (U+1ECD), u
# Columns: plain_form	canonical_tone_form	gloss_en	pos	source_ids	agreement	needs_review	reviewed
plain_form	canonical_tone_form	gloss_en	pos	source_ids	agreement	needs_review	reviewed
usiga	usigá	jigger	n.	ukere_1986	False	True	False
usigho	usigho	charm for wealth	n.	ukere_1986	False	True	False
usu	usú	company	n.	ukere_1986	False	True	False
usuo	úsuo	government	n.	ukere_1986	False	True	False
usuọvwa	usuọvwa	middleman (within the context of marriage)	n.	ukere_1986	False	True	False
utehru	utéhru	steel	n.	ukere_1986	False	True	False
utitẹ	Utitẹ	Seal  ;  Stamp & seal in Notary	n.	okrokoto_2020	False	True	False
utiẹ	útiẹ	orange	n.	ukere_1986	False	True	False
utiẹn	Utiẹn	Orange	n.	okrokoto_2020	False	True	False
utohri	utohri	pestle	n.	ukere_1986	False	True	False
utu	utú	north	n.	ukere_1986	False	True	False
utudjeru	utudjéru	scissors	n.	ukere_1986	False	True	False
utughẹ	útughẹ	hut / Hut	n.	okrokoto_2020,ukere_1986	False	True	False
utunedi	utunédi	bunch of palm-nuts from which the nuts had been removed	n.	ukere_1986	False	True	False
utuoma	útuomá	charm that exposes someone to hatred / Hatred	n.	okrokoto_2020,ukere_1986	False	True	False
ututa	ututa	onion / Onion	n.	okrokoto_2020,ukere_1986	True	False	True
utuwevwi	útúwevwi	parlour	n.	ukere_1986	False	True	False
utuwevwi1	útúwevwi1	floor	n.	ukere_1986	False	True	False
utọrọ	utọ́rọ́	three kobo (3k)	n.	ukere_1986	False	True	False
uvi	uví	paddle / Paddle	n.	okrokoto_2020,ucla_phonetics,ukere_1986	False	True	False
uvi	úvi	real	a.	ukere_1986	False	True	False
uvie	uvie	kingdom	n.	ukere_1986	False	True	False
uvo	uvó	sun / daytime / sunlight [Curriculum: object]	n.	curriculum_seed,ukere_1986	True	False	True
uvumwemwu	uvumwemwu	wickedness	n.	ukere_1986	False	True	False
uvun	úvun	bedroom	n.	ukere_1986	False	True	False
uvuowọ	uvuówọ	calf	n.	ukere_1986	False	True	False
uvwerhi	uvwerhi	reluctance	n.	ukere_1986	False	True	False
uvweri	uvweri	mourning	n.	ukere_1986	False	True	False
uvwesi	úvwési	pork	n.	ukere_1986	False	True	False
uvwiẹ	uvwiẹ	generation	n.	ukere_1986	False	True	False
uvwiẹ	úvwiẹ́	fart, foul air through the anus	n.	ukere_1986	False	True	False
uvwiẹreri	uvwiẹ́reri	shoal	n.	ukere_1986	False	True	False
uvworo	Uvworo	Feather	n.	okrokoto_2020	False	True	False
uvwre	uvwré	midst	prep.	ukere_1986	False	True	False
uvwrovwro	uvwróvwró	crevice	n.	ukere_1986	False	True	False
uvwrọmọ	uvwrọmọ	grandchild	n.	ukere_1986	False	True	False
uvwẹ	Uvwẹ	Space	n.	okrokoto_2020	False	True	False
uvwẹ	úvwẹ	chance	n.	ukere_1986	False	True	False
uwe	úwe	thorn	n.	ukere_1986	False	True	False
uwen	úwén	nose	n.	ucla_phonetics,ukere_1986	False	True	False
uwere	úwéré	hardship	n.	ukere_1986	False	True	False
uweruyono	uwerúyóno	school	n.	ukere_1986	False	True	False
uwevwi	uwévwi	house / building [Curriculum: object]	n.	curriculum_seed,ukere_1986	True	False	True
uwevwi herọ?	Uwévwi hérọ?	Is there a house/room? [Curriculum: phrase_corpus]	phr.	curriculum_seed	False	False	True
uwevwiotọ	uwevwiótọ	bungalow	n.	ukere_1986	False	True	False
uwevwiẹbe	uwevwiẹbe	library	n.	ukere_1986	False	True	False
uweyi	uweyi	errand	n.	ukere_1986	False	True	False
uwodi	uwódi	prison	n.	ukere_1986	False	True	False
uwẹga	uwẹ́ga	church	n.	ukere_1986	False	True	False
uwẹn	úwẹ́n	big fish-trap	n.	ukere_1986	False	True	False
uwọrha	uwọ́rha	shrine	n.	ukere_1986	False	True	False
uyere	uyere	moat	n.	ukere_1986	False	True	False
uyeren	úyérén	greeting, appreciation	n.	ukere_1986	False	True	False
uyono	úyóno	lesson	n.	ukere_1986	False	True	False
uyonta	Uyonta	Truth	n.	okrokoto_2020	False	True	False
uyonvwi	Uyonvwi	Head	n.	okrokoto_2020	False	True	False
uyota	úyóta	truth	n.	ukere_1986	False	True	False
uyovwi	uyovwi	head	n.	ukere_1986	False	True	False
uyovwiota	úyovwióta	theme	n.	ukere_1986	False	True	False
uyẹ	úyẹ́	fly	n.	ukere_1986	False	True	False
uyẹdjọ	úyẹ́djọ	mask	n.	ukere_1986	False	True	False
uzo	úzo	bushbuck	n.	ucla_phonetics	False	True	False
uzo	úzo	antelope	n.	ukere_1986	False	True	False
úwè	ṹw̃ẽ́	mosquito	n.	ucla_phonetics	False	True	False
v	V	Letter V / sound /v/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
va	Va	Shout  loud	n.	okrokoto_2020	False	True	False
va	va	scold	v.t	ukere_1986	False	True	False
va	va	crack	n.	ucla_phonetics	False	True	False
va	vá	butcher, break into parts (e.g. kola-nut) / Slaughter ; Skin  an  animal ; Split  e.g.  kola  nut	v.t	okrokoto_2020,ukere_1986	False	True	False
vame	Vame	Fetch   water	n.	okrokoto_2020	False	True	False
ve	ve	bargain	v.t	ukere_1986	False	True	False
ve	ve	Haggle  the  price  e.g.  asking  for  a  lower  price / haggle  the  price / price	n.	grammar_basic_course,okrokoto_2020,ucla_phonetics	True	False	True
vie	Vie	Older   than ( vie  we =  older  than  you )	n.	okrokoto_2020	False	True	False
vie	vie	suck / Suck  e.g. A  child  sucks  the  mother’s breast	v.t	okrokoto_2020,ukere_1986	True	False	True
vievie	Vievie	Suck   breast	n.	okrokoto_2020	False	True	False
viẹ	viẹ	cry / Weep  ;  Cry  ; Grief	v.i	okrokoto_2020,ukere_1986	True	False	True
vo	vo	draw (e.g. water out of well) / Fetch      e.g.   water / fetch	v.t	okrokoto_2020,ucla_phonetics,ukere_1986	True	False	True
vredo	vradó	greeting response (well done / arise) [Curriculum: greeting]	phr.	curriculum_seed	False	False	True
vrẹ	Vrẹ	Get   up	n.	okrokoto_2020	False	True	False
vrẹ	vrẹ	rise	v.i	ukere_1986	False	True	False
vrẹ  mudia	Vrẹ  mudia	Stand   up	n.	okrokoto_2020	False	True	False
vu	vu	uproot	v.t	ucla_phonetics,ukere_1986	True	False	True
vughe	vughe	know/recognise / Recognise	v.t	okrokoto_2020,ukere_1986	True	False	True
vun	ṽũ	uproot	n.	ucla_phonetics	False	True	False
vuo	Vuo	Uproot  ;  Harvest	n.	okrokoto_2020	False	True	False
vurho	Vurho	Un   organized  competition  to  acquire  ;	n.	okrokoto_2020	False	True	False
vuvwo	Vuvwo	Roast   ;  Preserve  by  drying .	n.	okrokoto_2020	False	True	False
vuvwu	vuvwu	roast	v.t	ukere_1986	False	True	False
vuẹ	vuẹ́	tell / Tell     him/her	v.t	okrokoto_2020,ukere_1986	False	True	False
vw	VW	Digraph VW / sound /ʋ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
vwa	vwa	word that relates to the state of a person or thing	int.	ukere_1986	False	True	False
vwa	vwá	revoke	v.t	ukere_1986	False	True	False
vware	vware	wrap	v.t	ukere_1986	False	True	False
vwarhe	vwarhe	struggle / Struggle	v.i	okrokoto_2020,ukere_1986	True	False	True
vwariẹ	Vwariẹ	Shiver ; Shivering	n.	okrokoto_2020	False	True	False
vwariẹ	vwariẹ́	repeat / Repeat   it	v.t	okrokoto_2020,ukere_1986	False	True	False
vwavware	vwavware	red	a.	ukere_1986	False	True	False
vwavwarhe	vwavwarhe	light	a.	ukere_1986	False	True	False
vwavwe	vwavwe	weigh	v.t	ukere_1986	False	True	False
vwavwọ	Vwavwọ́	Measure   it	n.	okrokoto_2020	False	True	False
vwerhe	Vwerhe	Sweet	n.	okrokoto_2020	False	True	False
vwerhẹ	vwerhẹ	sleep / Sleep	v.i	okrokoto_2020,ukere_1986	True	False	True
vwevwerhe	vwevwerhe	delicious	a.	ukere_1986	False	True	False
vwi	vwi	stone	v.t	ukere_1986	False	True	False
vwio	Vwio	Throw  missiles  at  a  target ; Stoning .	n.	okrokoto_2020	False	True	False
vwioro	Vwioro	Droop	n.	okrokoto_2020	False	True	False
vwirhi	vwirhi	break (with hands) / Break ;  separate  into two more  pieces	v.t	okrokoto_2020,ukere_1986	True	False	True
vwiyẹ	vwiyẹ	into	prep.	ukere_1986	False	True	False
vwiẹ	Vwiẹ	Deliver   e.g.  baby  ;  Bear  a  child	n.	okrokoto_2020	False	True	False
vwiẹ	vwiẹ	born	v.t	ukere_1986	False	True	False
vwiẹ	vwiẹ́	deceive	v.t	ukere_1986	False	True	False
vwiọvwiọ	vwiọvwiọ	straight	id.	ukere_1986	False	True	False
vwo	Vwó	Own  ;  Own   it  =  Vwóró	n.	okrokoto_2020	False	True	False
vwo	vwo	Jump / jump	n.	grammar_basic_course,okrokoto_2020	True	False	True
vworho	Vworho	Sift  it	n.	okrokoto_2020	False	True	False
vworo	Vworó	Erase   it	n.	okrokoto_2020	False	True	False
vworovworo	Vworovworo	Smooth	n.	okrokoto_2020	False	True	False
vwovwo	Vwovwo	Blow  a  wood  or charcoal  fire  with  the  mouth	n.	okrokoto_2020	False	True	False
vwr	VWR	Trigraph VWR / sound /ʋʳ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
vwravwra	Vwravwra	Restlessness ; uneasiness  ;  Impatient	n.	okrokoto_2020	False	True	False
vwre	vwre	turn (somebody/something) over	v.t	ukere_1986	False	True	False
vwro	vwro	argue	v.t	ukere_1986	False	True	False
vwrovwro	Vwrovwro	Unhealthy  competition ; Fierce  rivalry ; Jealousy	n.	okrokoto_2020	False	True	False
vwru	vwru	survive	v.i	ukere_1986	False	True	False
vwrẹ	vwrẹ	cut (with hands)	v.t	ukere_1986	False	True	False
vwu	vwu	swell	v.i	ukere_1986	False	True	False
vwẹ	Vwẹ	Urinate	n.	okrokoto_2020	False	True	False
vwẹ	vwẹ́	within, in	prep.	ukere_1986	False	True	False
vwẹ1	vwẹ1	me	pron.	ukere_1986	False	True	False
vwẹghẹvwẹghẹ	vwẹghẹvwẹghẹ	flat / Very  thin  and   flat ;  Not  thick	id.	okrokoto_2020,ukere_1986	True	False	True
vwẹre	vwẹre	fast	a.	ukere_1986	False	True	False
vwẹriẹ	Vwẹriẹ	Stop  by  ; Branch (while  going  on)	n.	okrokoto_2020	False	True	False
vwọ	vwọ	assist a person in lifting a load to the head	v.t	ukere_1986	False	True	False
vwọ1	vwọ́1	use	v.t	ukere_1986	False	True	False
vwọvwe	vwọvwe	disgrace	v.t	ukere_1986	False	True	False
vẹ	vẹ	disperse (of a crowd)	v.t	ukere_1986	False	True	False
vẹ	vẹ́	with	prep.	ukere_1986	False	True	False
vẹn	Vẹn	Bend  it	n.	okrokoto_2020	False	True	False
vẹn3	vẹn3	bend	v.t	ukere_1986	False	True	False
vẹrhe	vẹrhe	before	adv.	ukere_1986	False	True	False
vọ	Vọ	Full	n.	okrokoto_2020	False	True	False
vọ	vọ́	which	int.	ukere_1986	False	True	False
w	W	Letter W / sound /w/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
wa	wa	pass (examination)	v.i	ukere_1986	False	True	False
wa ghwẹ oma koko.	Wa ghwẹ́ omá koko.	Gather yourselves together. [Curriculum: phrase_corpus]	phr.	curriculum_seed	False	False	True
wa1	wá1	you (coll.)	pron.	ukere_1986	False	True	False
wa2	wá2	you (obj.) (coll.)	pron.	ukere_1986	False	True	False
wado	Wado	Greeting   to  you   all	n.	okrokoto_2020	False	True	False
wavrẹ	wavrẹ	outstrip, overtake, pass	v.t	ukere_1986	False	True	False
weke	weke	word describing the vastness of an injury	id.	ukere_1986	False	True	False
wene	wene	change, transfer	v.t	ukere_1986	False	True	False
weruo	wéruo	please continue with your meal (coll.)	exp.	ukere_1986	False	True	False
wevwe	wevwe	you (plural) [Curriculum: pronoun]	pron.	curriculum_seed	False	False	True
wẹ	r̥ɔ̃̀	you (sg.)	n.	ucla_phonetics	False	True	False
wẹn	w̃ɛ̃̀	breathe	n.	ucla_phonetics	False	True	False
wia	wia	work	v.t	ukere_1986	False	True	False
wian	Wian	Do  the  work	n.	okrokoto_2020	False	True	False
wiowian	Wiowian	Work	n.	okrokoto_2020	False	True	False
wo	wo	descend	v.t	ukere_1986	False	True	False
wo	wo	put down (of load carried by a person)	v.t	ukere_1986	False	True	False
wonro	Wonro	Pluck out   e.g.   seeds  from   bunches  of  fruits	n.	okrokoto_2020	False	True	False
wran	Wran	Defrost ; Liquefy ; Heat solidified  oil	n.	okrokoto_2020	False	True	False
wẹ	wẹ́	you (singular) [Curriculum: pronoun]	pron.	curriculum_seed,grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
wẹ1	wẹ1	you (sing.)	pron.	ukere_1986	False	True	False
wẹn	wẹn	breathe	v.i	ukere_1986	False	True	False
wẹnẹ	wẹnẹ	exchange words with	v.t	ukere_1986	False	True	False
wẹvwẹ	wẹ́vwẹ	you (singular emphatic) [Curriculum: pronoun]	pron.	curriculum_seed	False	False	True
wẹwẹ	Wẹwẹ	Yourself	n.	okrokoto_2020	False	True	False
wọ wanvrẹn odibo wẹ-ẹn.	Wọ́ wanvrẹn odibo wẹ́-ẹn.	Do not pass by your servant. [Curriculum: phrase_corpus]	phr.	curriculum_seed	False	False	True
y	Y	Letter Y / sound /j/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
ya	yà (not in Central Urhobo dialect)	write	n.	ucla_phonetics	False	True	False
ya	yá	catch	v.t	ukere_1986	False	True	False
yan	yan	walk/move / Walk / walk	v.i	grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
yanra	yanra	go / Go  away	v.i	okrokoto_2020,ukere_1986	True	False	True
yanran vwẹ ufuoma.	Yánran vwẹ ufuóma.	Go in peace. [Curriculum: phrase_corpus]	phr.	curriculum_seed	False	False	True
yanrhe	yanrhe	come / Come	v.i	okrokoto_2020,ukere_1986	True	False	True
yara	yárá	bitter	a.	ukere_1986	False	True	False
yare	Yare	Bitter	n.	okrokoto_2020	False	True	False
yare	Yare	Borrow  ; Beg  for   your  need	n.	okrokoto_2020	False	True	False
yavwe	yavwe	circumcise	v.t	ukere_1986	False	True	False
yaya	yáyá	dry	a.	ukere_1986	False	True	False
yeghwerẹ	Yéghwérẹ	safe journey!	exp.	ukere_1986	False	True	False
yerakpọ	Yerakpọ	Live  your  life	n.	okrokoto_2020	False	True	False
yere	Yere	Greet    him/her	n.	okrokoto_2020	False	True	False
yeri	yeri	climb / Climb	v.t	okrokoto_2020,ukere_1986	True	False	True
yerobuwevwi	yerobuwevwi	greet all at home	exp.	ukere_1986	False	True	False
yeroma	yerọ́ma	farewell / goodbye / take care [Curriculum: greeting]	phr.	curriculum_seed	False	False	True
yoma	Yõma	Good	n.	okrokoto_2020	False	True	False
yoma	yoma	boast / Boast	v.i	okrokoto_2020,ukere_1986	True	False	True
yon	ỹõ̀	Hear / hear	n.	okrokoto_2020,ucla_phonetics	False	True	False
yono	yono	learn, study	v.t	ukere_1986	False	True	False
yonrẹ	Yonrẹ	Hear   my  pleading/prayer	n.	okrokoto_2020	False	True	False
yonvwe	Yonvwe	Hear  me	n.	okrokoto_2020	False	True	False
yorho	Yorho	Eliminating   water  with  a  bucket,	n.	okrokoto_2020	False	True	False
yoro	Yoro	Pull  out  ;  Pull  off	n.	okrokoto_2020	False	True	False
yoyovwi	yoyovwi	fine, well	adv.	ukere_1986	False	True	False
yẹghrẹ	yẹghrẹ	struggle for balance	v.i	ukere_1986	False	True	False
yẹrẹ	yẹ́rẹ́	or / Or	conj.	okrokoto_2020,ukere_1986	False	True	False
yọnrhe	Yọnrhe	Smell	n.	okrokoto_2020	False	True	False
yọre	yọre	hold	v.t	ukere_1986	False	True	False
yọrọ	Yọrọ	Hold  it	n.	okrokoto_2020	False	True	False
z	Z	Letter Z / sound /z/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
ze	ze	offer, sacrifice / Sacrifice   (  for  a  god  )	v.t	okrokoto_2020,ukere_1986	True	False	True
zighizighi	zighizighi	roughly	adv.	ukere_1986	False	True	False
zighizighi	zighizighi	Rough  ;   Disorganized / rough/ disorganised	n.	grammar_basic_course,okrokoto_2020	True	False	True
zighizighi1	zighizighi1	rough	id.	ukere_1986	False	True	False
zigho	Zigho	Disorganize   it ; Scatter  the  arrangement.	n.	okrokoto_2020	False	True	False
ziọziọ	Ziọziọ	Sluggish	n.	okrokoto_2020	False	True	False
zọrọkọ	Zọrọkọ	An  adjective  describing  how  tall  and  .	n.	okrokoto_2020	False	True	False
ɔba	ɔ́ba	emperor	n.	ucla_phonetics_1960	False	True	False
ɔgua	ɔ́ɡʷa	type of yam	n.	ucla_phonetics	False	True	False
ɔja	ɔ̃́jã́	journey	n.	ucla_phonetics_1960	False	True	False
ɔka	ɔ́kà	maize	n.	ucla_phonetics_1960	False	True	False
ɔkʷa	ɔ́kʷa	let him pack	n.	ucla_phonetics_1960	False	True	False
ɔmɔ	ɔ́mɔ̀	child	n.	ucla_phonetics_1960	False	True	False
ɔna	ɔ̀nà	this	n.	ucla_phonetics_1960	False	True	False
ɔse	ɔ̀sè	father	n.	ucla_phonetics_1960	False	True	False
ɔxɔ	ɔ́xɔ̀	fowl	n.	ucla_phonetics_1960	False	True	False
ɔɡa	ɔ̀ɡà	illness	n.	ucla_phonetics_1960	False	True	False
ɔɡʷa	ɔ́ɡʷà	a kind of yam	n.	ucla_phonetics_1960	False	True	False
ɔɣɔ	ɔ̀ɣɔ̀	respect	n.	ucla_phonetics_1960	False	True	False
ɔɹe	ɔɹe	tsetse fly	n.	ucla_phonetics_1960	False	True	False
ɔɹ̥ɛ	ɔ̀ɹ̥ɛ̀	plantain	n.	ucla_phonetics_1960	False	True	False
ɛfọn	f̃ɔ̃̀	to be neat	n.	ucla_phonetics	False	True	False
ɛkúá	ɔ̀kʷa (ɛ̀kwá)	let him pack	n.	ucla_phonetics	False	True	False
ɛriẹn	ṇỹɛ̃̀	to know	n.	ucla_phonetics	False	True	False
ɛvọ	vọ	be full	n.	ucla_phonetics	False	True	False
ẹ	Ẹ	Letter Ẹ (open-mid) / sound /ɛ/ [Curriculum: alphabet]	phr.	curriculum_seed	False	False	True
ẹba	Ẹba	Nakedness	n.	okrokoto_2020	False	True	False
ẹba	ẹba	fish sp. / King  fish	n.	okrokoto_2020,ukere_1986	True	False	True
ẹbamwa	ẹbamwá	rag	n.	ukere_1986	False	True	False
ẹban	ẹban	nakedness	n.	ukere_1986	False	True	False
ẹbe	ẹbe	leaf / Leaf   ;   Book / book  or   leaf	n.	grammar_basic_course,okrokoto_2020,ukere_1986	True	False	True
ẹbiriẹ	ẹbiriẹ	lemon-grass	n.	ukere_1986	False	True	False
ẹbo	ẹbo	medicine, charm	n.	ukere_1986	False	True	False
ẹbo	ẹbó	construction	n.	ukere_1986	False	True	False
ẹbẹgbunu	ẹbẹgbunu	lip	n.	ukere_1986	False	True	False
ẹbẹnẹ	ẹbẹnẹ	romance, love-play	n.	ukere_1986	False	True	False
ẹbẹre	ẹbẹre	piece	n.	ukere_1986	False	True	False
ẹbẹre	ẹ́bẹ́re	side	n.	ukere_1986	False	True	False
ẹbẹrochekọ	ẹ́bẹ́rochékọ	opposite	n.	ukere_1986	False	True	False
ẹchẹ	Ẹchẹ	Door	n.	okrokoto_2020	False	True	False
ẹda	ẹdá	act of drinking	n.	ukere_1986	False	True	False
ẹdebi	ẹdebi	day before traditional market day	n.	ukere_1986	False	True	False
ẹdeki	Ẹdeki	Market   day	n.	okrokoto_2020	False	True	False
ẹdevwiẹ	Ẹdevwiẹ	Birthday	n.	okrokoto_2020	False	True	False
ẹdia	ẹdia	residence, place	n.	ukere_1986	False	True	False
ẹdidjana	Ẹdidjana	Saturday	n.	okrokoto_2020	False	True	False
ẹdidjana	Ẹdidjana	Sunday	n.	okrokoto_2020	False	True	False
ẹdidjana	ẹdidjana	week	n.	ukere_1986	False	True	False
ẹdidjanarode	ẹdidjanarode	Sunday	n.	ukere_1986	False	True	False
ẹdidjanarotete	ẹdidjanarotete	Saturday	n.	ukere_1986	False	True	False
ẹdiruo	ẹdiruo	traditional working day / Weekday ;  Work  day	n.	okrokoto_2020,ukere_1986	True	False	True
ẹdiruorerha	ẹdiruorérhá	Wednesday	n.	ukere_1986	False	True	False
ẹdiruorivẹ	ẹdiruorívẹ́	Tuesday	n.	ukere_1986	False	True	False
ẹdiruoriyorin	ẹdiruoríyórín	Friday	n.	ukere_1986	False	True	False
ẹdiruorẹne	ẹdiruorẹ́né	Thursday	n.	ukere_1986	False	True	False
ẹdiruorẹsosuọ	ẹdiruorẹ́sósuọ́	Monday	n.	ukere_1986	False	True	False
ẹdjavwọ	ẹdjávwọ	act of hiding	n.	ukere_1986	False	True	False
ẹdjọ	ẹdjọ	masquerade	n.	ukere_1986	False	True	False
ẹdjọ	ẹdjọ	shrine	n.	ukere_1986	False	True	False
ẹdjọ	ẹ́djọ́	court case	n.	ukere_1986	False	True	False
ẹdorẹ	Ẹdorẹ	Festival     day	n.	okrokoto_2020	False	True	False
ẹduhrẹ	ẹdúhrẹ	traditional day of abstaining from work and some other activities	n.	ukere_1986	False	True	False
ẹdẹ	ẹ́dẹ	day [Curriculum: object]	n.	curriculum_seed,okrokoto_2020,ukere_1986	True	False	True
ẹdẹfa	Ẹdẹfa	Another   day	n.	okrokoto_2020	False	True	False
ẹdẹjerọ	ẹdẹjerọ	day after tomorrow	n.	ukere_1986	False	True	False
ẹdẹwọ	ẹdẹ́wọ	market day; a day for abstaining from going to the bush for farming	n.	ukere_1986	False	True	False
ẹdọ	ẹdọ	leanness	n.	ukere_1986	False	True	False
ẹfa	ẹfá	translation	n.	ukere_1986	False	True	False
ẹfrẹ	ẹfrẹ́	juggling	n.	ukere_1986	False	True	False
ẹfẹn	ẹfẹn	region of the ribs	n.	ukere_1986	False	True	False
ẹga	ẹga	barren / Barren ; Childless  person	n.	okrokoto_2020,ukere_1986	True	False	True
ẹga	ẹga	service / Service	n.	okrokoto_2020,ukere_1986	True	False	True
ẹgba	ẹ́gbá	strength/effort	n.	ukere_1986	False	True	False
ẹgborha	ẹ́gborhá	coven	n.	ukere_1986	False	True	False
ẹgborho	ẹ́gbórho	many towns grouped together	n.	ukere_1986	False	True	False
ẹgha	ẹgha	abomination	n.	ukere_1986	False	True	False
ẹgha	ẹgha	resultant effect of committing a forbidden act	n.	ukere_1986	False	True	False
ẹghware	Ẹghware	Wisdom   ;   Sense	n.	okrokoto_2020	False	True	False
ẹghwarọ	ẹghwárọ	castration	n.	ukere_1986	False	True	False
ẹghweya	ẹ́ghweya	totality of married women in a given place / Women  folk	n.	okrokoto_2020,ukere_1986	False	True	False
ẹghwiẹ	ẹghwiẹ	burn	n.	ukere_1986	False	True	False
ẹghwiẹ	ẹ́ghwiẹ	slap	n.	ukere_1986	False	True	False
ẹghworiẹ	ẹghwóriẹ	slipperiness	n.	ukere_1986	False	True	False
ẹghwẹre	ẹghwẹ́re	mat / Mat	n.	okrokoto_2020,ukere_1986	False	True	False
ẹghwọ	Ẹghwọ	Quarrel  ;  Misunderstanding	n.	okrokoto_2020	False	True	False
ẹghọriẹ	ẹghọ́riẹ	majestic walk	n.	ukere_1986	False	True	False
ẹgua	ẹgua	defilement / Defilement	n.	okrokoto_2020,ukere_1986	True	False	True
ẹgua	ẹguá	act of driving	n.	ukere_1986	False	True	False
ẹguare	Ẹguare	Court	n.	okrokoto_2020	False	True	False
ẹguare	ẹguare	conference/meeting/gathering	n.	ukere_1986	False	True	False
ẹguọnọ	ẹ́guọ́nọ	love / Love  ;  Affection	n.	okrokoto_2020,ukere_1986	False	True	False
ẹho	ẹho	nest / Nest ; Bird’s nest	n.	okrokoto_2020,ukere_1986	True	False	True
ẹhrovwo	ẹhrovwo	prayer	n.	ukere_1986	False	True	False
ẹhwe	ẹhwé	October	n.	ukere_1986	False	True	False
ẹhẹn	ẹhẹn	expresses agreement	excl.	ukere_1986	False	True	False
ẹhẹrhobọ	ẹ́hẹ́rhóbọ	palm	n.	ukere_1986	False	True	False
ẹhẹrhowọ	ẹ́hẹ́rhówọ	sole	n.	ukere_1986	False	True	False
ẹhẹrẹ	ẹhẹrẹ	expansion	n.	ukere_1986	False	True	False
ẹhọ	Ẹhọ́	Bathing	n.	okrokoto_2020	False	True	False
ẹhọ	ẹ́họ́	bath	n.	ukere_1986	False	True	False
ẹhọnimuemu	Ẹhọnimuemu	Baptism	n.	okrokoto_2020	False	True	False
ẹhọnimwemwun	ẹhọ́nímwémwun	baptism	n.	ukere_1986	False	True	False
ẹjo	ẹjo	no / No !  ;  Not  at  all	a.	okrokoto_2020,ukere_1986	True	False	True
ẹjo, ẹkẹvuọvo wọ ghine hwẹ.	Ẹ́jo, ẹkẹvuọ́vo wọ́ ghíne hwẹ́.	No, but you did laugh. [Curriculum: phrase_corpus]	phr.	curriculum_seed	False	False	True
ẹjẹ	Ẹjẹ	Selection	n.	okrokoto_2020	False	True	False
ẹkaruvwiyọ	ẹkaruvwiyọ	remembrance	n.	ukere_1986	False	True	False
ẹkegba	ẹ́kegba	rust / Rust	n.	okrokoto_2020,ukere_1986	False	True	False
ẹkihwe	Ẹkihwe	one  tenth   (1/10 )	n.	okrokoto_2020	False	True	False
ẹkiọ	ẹkiọ	sourness	n.	ukere_1986	False	True	False
ẹko	ẹko	group	n.	ukere_1986	False	True	False
ẹkpa	ẹkpa	fool	n.	ukere_1986	False	True	False
ẹkpa	ẹkpa	unripe / Foolish  ;  Unripe	a.	okrokoto_2020,ukere_1986	True	False	True
ẹkparọ	ẹkpárọ	postponement	n.	ukere_1986	False	True	False
ẹkpavwiyo	ẹkpávwiyo	answer/reply	n.	ukere_1986	False	True	False
ẹkpeti	ẹkpetí	box / basket / chest [Curriculum: object]	n.	curriculum_seed	False	False	True
ẹkpo	ẹkpo	charm for protection against machete attack	n.	ukere_1986	False	True	False
ẹkpo	ẹ́kpo	swelling	n.	ukere_1986	False	True	False
ẹkpẹvwẹ	ẹ́kpẹ́vwẹ́	gratitude, thanks	n.	ukere_1986	False	True	False
ẹkuedi	ẹkuedi	place where palm nut collectors process the nuts	n.	ukere_1986	False	True	False
ẹkuotọ	ẹ́kuótọ	country	n.	ukere_1986	False	True	False
ẹkẹ	ẹ́kẹ	share/portion / Portion	n.	okrokoto_2020,ukere_1986	False	True	False
ẹkẹkẹtẹ	ẹ́kẹkẹtẹ	camel	n.	ukere_1986	False	True	False
ẹkẹrẹkẹtẹ	Ẹkẹrẹkẹtẹ	An   Ass	n.	okrokoto_2020	False	True	False
ẹkẹvuọvo	Ẹkẹvuọvo	But  ;  although	n.	okrokoto_2020	False	True	False
ẹkẹvuọvo	ẹ́kẹ́vuọvo	however	conj.	ukere_1986	False	True	False
ẹlọhọ	ẹ́lọhọ	charm for easy life	n.	ukere_1986	False	True	False
ẹma	ẹmá	act of measuring	n.	ukere_1986	False	True	False
ẹma	ẹmá	moulding	n.	ukere_1986	False	True	False
ẹmiẹmiẹ	ẹmiẹmiẹ	sweetness	n.	ukere_1986	False	True	False
ẹmrẹ	ẹmrẹ́	act of seeing, visitation	n.	ukere_1986	False	True	False
